user_ID,login,added_to_cart,purchased_item,time_stamp
67,login,added_to_cart,purchased_item,2017-04-18 19:20:19
68,login,added_to_cart,purchased_item,2017-12-04 04:29:46
69,login,added_to_cart,,2019-05-06 08:33:15
70,login,added_to_cart,,2018-01-04 14:45:57
71,,,,2022-02-03 08:59:29
72,login,added_to_cart,,2022-03-24 15:28:24
73,,,,2019-08-15 14:28:34
74,login,added_to_cart,purchased_item,2022-11-24 06:30:37
75,login,added_to_cart,,2019-09-16 04:49:20
76,,,,2018-05-12 21:53:17
77,login,added_to_cart,purchased_item,2022-04-16 17:29:59
78,login,added_to_cart,purchased_item,2022-07-29 02:33:14
79,login,added_to_cart,,2018-04-29 13:56:59
80,login,added_to_cart,purchased_item,2022-12-08 05:37:30
81,login,added_to_cart,purchased_item,2019-02-03 00:31:05
82,,,,2021-06-20 16:13:30
83,login,added_to_cart,,2022-11-04 05:35:17
84,login,added_to_cart,purchased_item,2022-11-06 09:23:49
85,login,,,2019-04-05 11:41:51
86,,,,2021-01-29 22:11:30
87,login,added_to_cart,,2018-05-01 23:23:21
88,login,added_to_cart,,2022-11-01 13:39:35
89,login,added_to_cart,,2020-04-15 21:14:12
90,login,added_to_cart,,2019-10-09 10:38:13
91,login,added_to_cart,,2017-12-23 10:44:16
92,login,,,2022-01-18 15:42:13
93,login,added_to_cart,,2022-02-18 07:20:39
94,login,added_to_cart,purchased_item,2021-09-13 02:39:29
95,login,,,2021-06-23 20:38:10
96,login,added_to_cart,purchased_item,2021-04-18 09:51:24
97,login,added_to_cart,,2019-07-22 09:19:03
98,login,added_to_cart,,2018-04-12 05:00:53
99,login,added_to_cart,,2022-03-16 08:17:11
100,login,added_to_cart,,2017-02-24 08:21:47
101,login,added_to_cart,,2021-06-18 00:48:33
102,login,,,2021-12-01 00:11:00
103,login,added_to_cart,,2018-04-18 10:33:53
104,login,added_to_cart,purchased_item,2020-08-17 09:52:44
105,login,added_to_cart,purchased_item,2018-07-13 09:03:33
106,login,,,2023-01-05 12:38:40
107,login,,,2018-12-24 16:11:58
108,login,added_to_cart,purchased_item,2017-06-08 05:12:34
109,login,added_to_cart,purchased_item,2021-03-08 22:32:55
110,login,,,2017-05-16 12:25:25
111,login,added_to_cart,,2020-06-25 20:59:34
112,,,,2018-11-24 04:43:44
113,,,,2021-04-13 23:30:47
114,login,added_to_cart,purchased_item,2022-07-28 19:47:48
115,login,added_to_cart,purchased_item,2022-10-18 19:44:27
116,login,added_to_cart,,2022-10-11 08:12:42
117,login,added_to_cart,,2019-02-07 20:17:18
118,login,,,2018-08-21 00:48:53
119,login,added_to_cart,purchased_item,2017-10-13 01:10:13
120,,,,2020-03-12 13:10:51
121,login,,,2018-06-26 14:07:27
122,login,added_to_cart,,2019-10-11 23:55:56
123,login,,,2017-09-14 12:42:10
124,login,,,2017-07-20 13:49:22
125,login,added_to_cart,,2023-01-13 18:16:27
126,login,added_to_cart,purchased_item,2018-01-25 00:19:42
127,login,added_to_cart,purchased_item,2020-12-25 01:28:03
128,login,,,2021-02-17 22:04:21
129,login,added_to_cart,purchased_item,2020-09-03 07:11:25
130,login,added_to_cart,,2022-10-15 14:17:07
131,login,added_to_cart,,2020-02-05 19:18:47
132,login,added_to_cart,purchased_item,2020-10-28 00:17:07
133,login,added_to_cart,purchased_item,2017-09-12 21:22:35
134,login,added_to_cart,purchased_item,2017-10-15 17:46:49
135,login,added_to_cart,,2020-07-04 22:08:19
136,login,,,2019-06-28 07:45:01
137,login,added_to_cart,purchased_item,2017-03-31 09:16:13
138,login,added_to_cart,purchased_item,2020-07-04 14:59:33
139,login,,,2018-07-31 00:25:44
140,login,added_to_cart,,2020-05-17 14:32:31
141,login,added_to_cart,purchased_item,2019-10-19 06:07:56
142,login,added_to_cart,purchased_item,2020-03-27 14:07:05
143,login,,,2022-11-08 19:27:38
144,login,added_to_cart,purchased_item,2022-04-20 03:05:05
145,login,,,2017-01-05 17:57:07
146,login,,,2021-03-07 19:24:56
147,login,,,2019-10-03 21:18:23
148,login,,,2017-11-05 22:38:19
149,login,added_to_cart,,2019-11-24 06:28:54
150,login,,,2020-07-06 04:57:22
151,login,,,2019-05-23 09:55:38
152,login,,,2021-05-10 14:33:03
153,login,,,2021-06-08 12:40:34
154,login,added_to_cart,,2022-06-04 10:19:04
155,login,added_to_cart,,2018-05-30 10:38:10
156,login,,,2021-04-09 21:52:06
157,,,,2018-12-31 12:01:21
158,login,added_to_cart,purchased_item,2022-12-11 08:50:30
159,login,added_to_cart,,2022-08-07 10:59:42
160,login,added_to_cart,,2020-08-01 07:46:41
161,login,,,2020-11-08 13:09:25
162,login,added_to_cart,,2021-07-20 10:06:04
163,,,,2019-06-06 03:30:03
164,login,added_to_cart,,2021-07-17 00:06:56
165,login,added_to_cart,,2019-11-08 16:56:04
166,login,added_to_cart,,2021-10-08 12:42:27
167,login,added_to_cart,,2019-02-25 02:55:36
168,login,added_to_cart,,2017-04-18 14:02:15
169,login,added_to_cart,,2020-11-24 22:09:29
170,login,added_to_cart,purchased_item,2021-01-07 11:02:35
171,,,,2020-03-10 01:23:35
172,login,added_to_cart,,2017-04-04 16:33:41
173,login,added_to_cart,,2022-02-03 18:26:45
174,login,added_to_cart,purchased_item,2017-12-24 08:19:37
175,login,added_to_cart,purchased_item,2019-08-25 08:29:32
176,login,added_to_cart,,2021-01-12 17:15:24
177,login,added_to_cart,,2022-03-04 10:08:12
178,login,,,2017-08-05 23:04:37
179,login,added_to_cart,,2021-11-24 02:00:10
180,login,added_to_cart,,2017-09-07 08:58:02
181,login,added_to_cart,purchased_item,2019-04-30 13:03:44
182,login,added_to_cart,purchased_item,2017-07-06 12:41:09
183,login,added_to_cart,purchased_item,2022-02-25 16:46:35
184,login,added_to_cart,purchased_item,2018-06-04 07:35:20
185,login,,,2018-12-03 19:45:15
186,login,,,2018-08-08 08:21:53
187,login,added_to_cart,,2017-04-02 06:48:22
188,login,,,2017-03-01 03:42:42
189,login,added_to_cart,purchased_item,2022-05-14 10:59:16
190,login,added_to_cart,,2021-04-22 08:34:13
191,login,,,2021-08-23 03:37:36
192,,,,2019-05-06 02:58:58
193,login,added_to_cart,,2018-10-27 10:01:35
194,login,added_to_cart,purchased_item,2023-03-07 17:27:29
195,login,added_to_cart,,2021-08-10 09:24:43
196,login,added_to_cart,,2021-11-07 12:25:42
197,login,,,2023-01-01 04:05:39
198,login,added_to_cart,purchased_item,2020-08-20 19:03:05
199,login,added_to_cart,purchased_item,2021-08-25 23:04:50
200,login,added_to_cart,,2018-07-20 01:16:37
201,login,added_to_cart,,2018-05-18 02:33:59
202,login,added_to_cart,,2018-09-06 19:35:17
203,login,added_to_cart,,2022-04-05 06:47:17
204,login,added_to_cart,,2023-01-02 10:09:30
205,login,,,2019-06-06 00:00:20
206,login,,,2018-03-17 23:10:26
207,login,,,2021-09-24 16:10:33
208,login,,,2020-08-30 03:02:12
209,login,added_to_cart,purchased_item,2019-02-28 16:04:42
210,login,added_to_cart,,2019-11-01 17:09:58
211,login,added_to_cart,,2020-11-26 17:26:01
212,login,added_to_cart,purchased_item,2019-11-13 04:48:45
213,,,,2017-04-25 08:23:16
214,login,added_to_cart,,2020-07-02 07:34:32
215,login,added_to_cart,,2017-01-31 23:34:15
216,login,,,2019-06-21 03:57:33
217,login,added_to_cart,,2021-01-09 07:25:26
218,login,,,2020-01-14 03:09:35
219,login,added_to_cart,,2023-01-13 19:30:23
220,login,added_to_cart,,2018-12-31 12:25:22
221,login,added_to_cart,,2021-11-21 17:20:10
222,login,added_to_cart,purchased_item,2018-10-17 09:12:31
223,login,added_to_cart,purchased_item,2019-10-17 08:21:21
224,,,,2023-01-05 11:30:48
225,login,added_to_cart,,2019-10-03 20:30:16
226,login,,,2017-07-15 04:09:41
227,login,,,2022-06-12 16:39:17
228,login,added_to_cart,purchased_item,2022-04-25 12:38:31
229,login,added_to_cart,,2017-08-20 23:06:13
230,login,added_to_cart,,2020-12-17 11:47:28
231,login,added_to_cart,,2017-09-26 03:27:32
232,login,added_to_cart,purchased_item,2021-01-27 06:49:42
233,login,added_to_cart,,2021-03-20 23:46:50
234,login,added_to_cart,,2019-04-19 19:20:57
235,login,,,2018-10-06 10:36:08
236,login,,,2020-07-21 19:42:15
237,login,,,2018-07-31 13:12:17
238,login,added_to_cart,,2021-02-08 22:53:44
239,login,,,2019-12-22 12:33:13
240,,,,2023-02-27 16:23:49
241,login,added_to_cart,purchased_item,2018-04-19 08:12:26
242,login,,,2019-01-13 02:56:52
243,login,added_to_cart,,2018-11-25 09:01:38
244,login,,,2020-10-12 21:54:32
245,login,added_to_cart,,2017-11-08 19:36:47
246,,,,2017-06-01 16:50:26
247,login,added_to_cart,purchased_item,2017-08-28 23:06:11
248,login,added_to_cart,,2022-06-20 12:53:45
249,login,,,2018-10-20 08:20:32
250,login,,,2019-12-22 19:49:24
251,login,added_to_cart,,2017-06-25 23:33:20
252,login,added_to_cart,purchased_item,2018-05-01 15:07:45
253,login,added_to_cart,purchased_item,2019-02-16 15:29:50
254,login,added_to_cart,,2020-05-19 20:33:11
255,login,added_to_cart,,2019-10-19 22:07:39
256,login,added_to_cart,,2017-04-09 05:30:42
257,,,,2020-02-26 20:29:12
258,login,added_to_cart,,2018-10-13 02:30:32
259,login,added_to_cart,,2021-08-29 16:17:45
260,login,,,2020-09-23 14:11:05
261,login,added_to_cart,purchased_item,2020-03-23 03:27:26
262,login,,,2020-12-15 05:25:09
263,login,,,2021-04-17 23:31:10
264,login,,,2018-06-08 13:54:05
265,login,added_to_cart,,2018-03-16 18:49:20
266,,,,2022-08-31 12:40:58
267,login,,,2021-07-18 13:37:57
268,login,added_to_cart,,2022-03-22 10:01:04
269,login,added_to_cart,purchased_item,2022-08-20 10:30:28
270,login,added_to_cart,purchased_item,2020-03-12 08:39:48
271,login,added_to_cart,,2017-10-27 15:33:34
272,login,added_to_cart,purchased_item,2019-11-23 22:06:51
273,login,added_to_cart,,2019-08-13 05:28:41
274,login,added_to_cart,purchased_item,2017-07-30 11:10:44
275,login,added_to_cart,,2023-01-01 13:50:44
276,login,added_to_cart,,2019-12-08 19:16:43
277,login,added_to_cart,,2022-09-21 11:43:49
278,login,,,2022-10-19 22:48:15
279,login,,,2021-07-19 05:48:46
280,login,added_to_cart,,2021-09-05 18:06:05
281,login,added_to_cart,,2022-04-06 13:18:59
282,login,,,2018-05-31 12:55:55
283,login,added_to_cart,purchased_item,2022-07-25 16:01:20
284,login,added_to_cart,,2020-03-18 08:09:30
285,login,added_to_cart,,2022-04-14 01:10:46
286,login,,,2021-02-11 08:20:57
287,login,added_to_cart,purchased_item,2023-01-25 09:54:01
288,login,added_to_cart,,2017-12-22 13:58:51
289,login,,,2019-04-18 21:32:51
290,login,added_to_cart,purchased_item,2019-03-16 02:09:04
291,login,,,2021-12-08 02:56:17
292,login,,,2018-04-13 16:32:27
293,login,added_to_cart,,2019-09-21 01:24:58
294,login,added_to_cart,,2020-02-03 23:55:58
295,login,,,2020-04-14 11:36:38
296,,,,2022-10-08 03:14:04
297,login,added_to_cart,purchased_item,2019-09-01 14:46:37
298,login,added_to_cart,purchased_item,2019-03-31 06:38:42
299,login,added_to_cart,,2019-10-17 11:59:20
300,login,added_to_cart,,2023-02-17 14:22:00
301,login,added_to_cart,purchased_item,2017-05-02 23:31:53
302,login,,,2020-06-28 15:54:39
303,login,added_to_cart,purchased_item,2018-10-04 13:02:13
304,login,added_to_cart,purchased_item,2021-07-07 20:13:05
305,login,added_to_cart,purchased_item,2017-09-05 08:01:35
306,login,,,2017-04-25 03:33:31
307,login,,,2020-11-23 14:14:42
308,login,,,2021-01-29 08:58:47
309,,,,2017-07-12 01:56:09
310,,,,2017-10-25 14:20:50
311,login,added_to_cart,purchased_item,2017-09-11 07:56:19
312,login,,,2023-01-27 19:38:16
313,,,,2023-01-04 03:48:18
314,login,added_to_cart,purchased_item,2022-06-12 14:15:19
315,login,added_to_cart,purchased_item,2021-11-17 02:58:57
316,login,,,2022-09-15 09:31:52
317,login,,,2021-05-06 07:41:13
318,login,added_to_cart,purchased_item,2017-11-12 02:34:39
319,login,,,2022-01-20 04:50:49
320,login,added_to_cart,,2020-12-14 06:23:33
321,login,,,2019-11-25 00:26:46
322,login,added_to_cart,,2022-02-25 00:28:52
323,login,added_to_cart,purchased_item,2017-11-01 20:08:38
324,login,added_to_cart,purchased_item,2020-01-25 17:43:05
325,login,added_to_cart,,2019-02-03 22:33:25
326,login,added_to_cart,,2021-07-23 15:08:05
327,login,added_to_cart,,2022-03-09 23:39:56
328,login,added_to_cart,,2020-11-02 02:00:39
329,login,added_to_cart,,2022-03-16 19:46:42
330,login,added_to_cart,,2022-11-03 03:34:38
331,login,added_to_cart,,2020-11-24 15:37:26
332,login,,,2020-09-29 21:16:16
333,login,,,2017-10-01 08:03:27
334,login,added_to_cart,,2018-09-20 14:17:15
335,login,added_to_cart,purchased_item,2017-08-28 20:55:43
336,,,,2019-07-21 19:00:12
337,login,,,2021-06-12 06:30:42
338,login,added_to_cart,,2023-02-11 09:17:05
339,login,added_to_cart,,2020-03-08 13:52:41
340,login,added_to_cart,purchased_item,2018-03-30 09:42:30
341,login,added_to_cart,purchased_item,2021-07-07 21:35:44
342,login,added_to_cart,purchased_item,2021-07-22 15:01:29
343,login,,,2021-12-08 12:54:17
344,login,added_to_cart,purchased_item,2018-11-24 09:04:55
345,login,,,2021-08-31 12:27:17
346,login,added_to_cart,purchased_item,2020-06-08 22:59:04
347,login,added_to_cart,,2017-06-08 23:19:49
348,login,added_to_cart,,2019-01-19 20:46:51
349,login,added_to_cart,,2017-05-03 01:08:29
350,login,,,2020-10-08 10:18:08
351,login,added_to_cart,,2021-10-14 19:19:55
352,,,,2018-08-07 21:18:45
353,login,added_to_cart,,2017-02-11 22:56:18
354,login,added_to_cart,,2022-02-27 07:38:11
355,login,added_to_cart,,2019-02-23 10:48:25
356,login,added_to_cart,purchased_item,2019-03-03 10:07:07
357,login,,,2018-04-27 05:30:57
358,login,,,2022-05-09 02:09:04
359,login,added_to_cart,purchased_item,2018-04-09 22:24:22
360,login,added_to_cart,,2021-10-19 08:34:03
361,login,added_to_cart,,2020-02-21 15:17:13
362,login,added_to_cart,purchased_item,2020-09-10 20:58:28
363,login,added_to_cart,,2023-02-21 06:00:58
364,login,added_to_cart,,2019-05-14 16:28:15
365,login,added_to_cart,,2020-02-25 05:43:43
366,login,,,2018-04-25 08:22:39
367,login,added_to_cart,,2019-10-10 13:00:08
368,login,added_to_cart,,2019-12-10 16:38:06
369,login,,,2019-02-17 17:45:51
370,login,added_to_cart,purchased_item,2020-04-02 01:21:09
371,,,,2023-01-15 22:51:51
372,login,added_to_cart,purchased_item,2021-04-03 12:00:34
373,login,added_to_cart,purchased_item,2022-07-03 06:52:45
374,login,added_to_cart,,2018-11-13 23:57:16
375,,,,2020-09-21 20:42:24
376,login,added_to_cart,purchased_item,2021-10-01 19:36:59
377,login,added_to_cart,purchased_item,2023-03-05 18:10:15
378,login,,,2019-10-03 08:41:46
379,login,added_to_cart,purchased_item,2021-08-02 20:28:04
380,login,added_to_cart,,2021-04-20 01:16:47
381,login,,,2017-05-03 07:03:02
382,login,added_to_cart,,2019-08-21 03:49:59
383,login,added_to_cart,,2021-10-01 23:22:09
384,login,added_to_cart,purchased_item,2017-06-21 23:20:53
385,,,,2021-04-11 16:51:26
386,login,added_to_cart,purchased_item,2019-07-13 05:47:44
387,,,,2022-12-16 09:47:01
388,login,added_to_cart,,2021-11-10 20:20:30
389,login,added_to_cart,,2021-10-04 21:56:24
390,login,added_to_cart,purchased_item,2019-02-23 18:16:04
391,login,,,2022-10-18 14:12:36
392,login,added_to_cart,,2021-08-05 08:40:06
393,login,added_to_cart,purchased_item,2018-11-25 09:42:36
394,login,,,2017-02-16 04:57:48
395,login,,,2018-02-13 06:48:02
396,login,added_to_cart,purchased_item,2021-12-18 03:30:05
397,login,,,2021-09-10 10:21:01
398,login,added_to_cart,,2020-06-17 09:35:54
399,login,,,2021-04-10 13:00:25
400,login,added_to_cart,purchased_item,2020-05-09 17:51:25
401,login,,,2020-08-26 11:52:35
402,login,added_to_cart,purchased_item,2017-10-15 17:19:57
403,login,added_to_cart,,2020-08-01 18:30:47
404,login,added_to_cart,purchased_item,2020-11-15 11:43:16
405,login,added_to_cart,,2017-12-26 17:52:02
406,login,added_to_cart,purchased_item,2018-12-09 00:12:40
407,login,added_to_cart,,2019-03-20 02:33:54
408,login,,,2017-10-26 00:56:29
409,login,added_to_cart,,2020-04-15 23:05:32
410,login,added_to_cart,,2017-01-20 07:07:21
411,,,,2022-06-06 04:00:38
412,login,added_to_cart,,2021-07-19 00:13:14
413,login,added_to_cart,,2023-01-01 21:28:15
414,,,,2020-05-06 01:09:54
415,login,added_to_cart,purchased_item,2022-03-10 00:01:21
416,login,,,2017-05-14 10:06:56
417,login,added_to_cart,,2018-07-05 22:24:22
418,login,,,2021-10-18 23:20:16
419,login,added_to_cart,purchased_item,2020-11-12 11:16:49
420,,,,2018-12-05 15:35:58
421,login,,,2017-07-09 06:38:27
422,login,,,2020-11-24 21:20:24
423,login,added_to_cart,,2019-05-22 07:36:58
424,login,added_to_cart,purchased_item,2020-11-28 23:04:21
425,login,added_to_cart,,2023-01-04 22:34:27
426,login,added_to_cart,purchased_item,2020-05-01 03:21:42
427,login,added_to_cart,,2019-05-18 23:59:00
428,login,,,2020-08-08 18:03:17
429,login,added_to_cart,purchased_item,2020-12-28 02:56:27
430,login,,,2020-12-31 03:33:22
431,,,,2021-12-24 21:45:00
432,login,added_to_cart,purchased_item,2022-09-19 08:24:18
433,login,added_to_cart,purchased_item,2021-12-20 00:45:01
434,login,added_to_cart,,2020-03-13 02:11:37
435,login,added_to_cart,purchased_item,2019-06-12 17:19:24
436,,,,2020-12-19 23:37:02
437,login,,,2022-06-10 06:37:36
438,login,added_to_cart,purchased_item,2021-04-08 01:22:49
439,login,added_to_cart,purchased_item,2022-02-28 05:50:45
440,login,added_to_cart,purchased_item,2017-06-24 19:47:05
441,login,added_to_cart,purchased_item,2022-07-26 22:45:44
442,login,added_to_cart,purchased_item,2019-11-28 03:14:23
443,login,added_to_cart,purchased_item,2022-06-08 04:59:45
444,login,added_to_cart,,2023-03-15 17:25:53
445,login,added_to_cart,,2019-05-12 02:35:19
446,,,,2018-07-27 02:35:04
447,login,added_to_cart,,2022-01-26 00:01:51
448,login,added_to_cart,purchased_item,2021-07-23 03:33:12
449,login,,,2017-11-06 22:39:21
450,login,,,2020-11-17 10:51:57
451,login,added_to_cart,purchased_item,2021-04-20 23:53:59
452,login,added_to_cart,purchased_item,2020-04-02 20:10:46
453,login,added_to_cart,purchased_item,2020-03-21 12:08:03
454,login,added_to_cart,,2019-08-29 20:03:23
455,login,added_to_cart,purchased_item,2022-03-01 22:36:47
456,login,,,2022-12-01 12:47:27
457,login,added_to_cart,purchased_item,2022-07-17 13:07:27
458,login,added_to_cart,purchased_item,2019-09-08 17:59:03
459,login,,,2021-11-19 10:31:12
460,,,,2020-11-10 04:27:30
461,login,added_to_cart,,2019-06-02 08:37:03
462,login,added_to_cart,,2023-03-16 17:59:20
463,login,,,2017-08-12 21:25:13
464,login,,,2022-06-22 12:49:49
465,,,,2020-06-08 04:56:42
466,login,added_to_cart,purchased_item,2017-04-27 20:53:04
467,login,added_to_cart,purchased_item,2022-05-21 18:33:38
468,login,,,2020-12-08 17:19:45
469,login,added_to_cart,,2019-07-29 10:45:13
470,login,added_to_cart,purchased_item,2020-11-02 17:01:29
471,login,added_to_cart,,2017-11-22 13:46:57
472,login,added_to_cart,purchased_item,2019-05-24 04:11:23
473,login,,,2018-03-20 05:28:29
474,login,added_to_cart,,2021-10-28 18:57:17
475,login,added_to_cart,purchased_item,2017-12-11 22:18:12
476,,,,2021-04-12 07:28:45
477,login,added_to_cart,purchased_item,2022-07-22 05:28:26
478,login,added_to_cart,purchased_item,2017-08-03 10:22:05
479,login,,,2022-09-14 00:46:53
480,login,added_to_cart,,2022-04-02 07:46:00
481,login,added_to_cart,,2019-08-21 07:34:28
482,login,added_to_cart,,2020-10-21 11:31:19
483,login,,,2023-03-03 08:01:16
484,login,added_to_cart,purchased_item,2019-10-31 00:45:47
485,login,added_to_cart,purchased_item,2019-09-30 00:20:41
486,login,added_to_cart,,2018-04-13 12:43:39
487,login,added_to_cart,,2017-03-07 01:45:24
488,login,added_to_cart,purchased_item,2018-05-17 14:40:04
489,login,added_to_cart,purchased_item,2018-07-15 04:19:37
490,,,,2021-02-12 03:34:46
491,login,,,2020-12-19 23:00:49
492,login,,,2022-02-12 19:29:21
493,login,added_to_cart,purchased_item,2021-02-04 15:45:58
494,login,added_to_cart,purchased_item,2021-10-04 11:25:05
495,login,added_to_cart,purchased_item,2019-06-19 20:12:06
496,login,added_to_cart,purchased_item,2022-05-27 19:30:27
497,login,added_to_cart,,2019-06-12 16:42:48
498,login,,,2018-05-29 17:49:21
499,login,,,2023-01-10 22:19:07
500,login,added_to_cart,purchased_item,2017-02-18 11:45:27
501,login,added_to_cart,purchased_item,2020-10-22 09:39:05
502,login,added_to_cart,purchased_item,2017-03-03 21:25:29
503,login,added_to_cart,,2022-12-12 02:42:45
504,login,,,2022-10-03 10:32:20
505,login,,,2018-10-29 08:38:44
506,login,added_to_cart,purchased_item,2020-06-10 11:40:43
507,login,,,2019-08-07 03:01:23
508,login,added_to_cart,,2020-10-06 06:57:08
509,login,added_to_cart,purchased_item,2018-06-11 03:32:37
510,login,added_to_cart,purchased_item,2018-12-21 05:50:48
511,login,added_to_cart,,2021-02-20 06:27:56
512,login,added_to_cart,,2020-05-26 09:42:25
513,login,,,2021-05-27 14:47:47
514,login,added_to_cart,,2019-04-19 05:43:26
515,login,,,2017-04-07 19:18:25
516,login,added_to_cart,,2018-01-13 09:27:05
517,login,,,2020-03-28 15:03:44
518,login,added_to_cart,,2021-05-25 09:28:37
519,login,added_to_cart,,2020-06-19 15:58:48
520,login,added_to_cart,purchased_item,2019-02-19 00:03:15
521,login,added_to_cart,,2022-11-09 01:01:28
522,login,added_to_cart,,2020-08-20 05:40:02
523,,,,2021-11-06 13:49:58
524,login,,,2019-01-11 12:38:04
525,login,added_to_cart,,2017-07-01 19:51:23
526,login,added_to_cart,purchased_item,2018-10-23 09:10:25
527,,,,2018-08-09 02:21:34
528,login,added_to_cart,,2017-12-23 02:24:06
529,login,added_to_cart,,2020-11-05 07:32:08
530,login,,,2019-10-08 13:55:39
531,login,,,2017-07-26 06:06:56
532,login,added_to_cart,purchased_item,2020-09-27 21:01:21
533,login,,,2020-08-26 23:37:19
534,login,,,2017-01-28 15:44:45
535,login,added_to_cart,,2021-05-14 22:01:23
536,login,,,2020-09-19 04:17:45
537,login,added_to_cart,,2017-10-09 18:44:14
538,login,,,2018-10-03 16:35:15
539,login,added_to_cart,,2022-01-25 11:43:42
540,login,added_to_cart,purchased_item,2020-01-30 11:17:35
541,login,added_to_cart,,2022-01-24 15:11:26
542,login,added_to_cart,,2021-05-19 04:25:35
543,login,added_to_cart,purchased_item,2020-12-21 08:46:17
544,login,added_to_cart,purchased_item,2017-06-08 16:11:19
545,login,added_to_cart,purchased_item,2018-03-23 13:20:51
546,login,,,2018-02-28 16:28:57
547,login,added_to_cart,purchased_item,2017-03-29 23:13:33
548,login,added_to_cart,,2020-07-05 06:27:03
549,login,,,2017-06-19 04:05:32
550,login,added_to_cart,,2017-05-19 02:31:37
551,login,,,2018-11-08 15:07:13
552,login,added_to_cart,purchased_item,2017-08-14 22:46:01
553,login,added_to_cart,,2018-05-20 10:22:50
554,login,,,2021-02-01 10:07:59
555,login,,,2022-06-21 10:14:27
556,login,added_to_cart,purchased_item,2021-01-15 07:44:34
557,login,added_to_cart,purchased_item,2020-01-15 20:54:37
558,login,,,2021-11-05 02:47:37
559,login,added_to_cart,,2022-08-08 04:00:39
560,login,,,2019-02-28 07:33:10
561,login,added_to_cart,,2017-12-21 06:41:19
562,login,added_to_cart,,2022-08-07 03:16:26
563,login,added_to_cart,purchased_item,2021-08-19 21:15:04
564,login,,,2019-01-05 01:36:01
565,login,added_to_cart,,2020-04-25 12:17:32
566,login,added_to_cart,purchased_item,2018-03-19 03:10:04
567,login,,,2018-09-27 14:56:27
568,login,added_to_cart,,2019-10-14 07:31:40
569,login,added_to_cart,purchased_item,2022-09-02 16:03:16
570,login,,,2018-02-08 02:16:14
571,,,,2021-02-14 11:36:24
572,login,added_to_cart,,2018-07-20 20:31:11
