,PC1,PC2,PC3,top genre
74,-1.5674832265399339,1.3525134086017292,1.0716335532173544,9
75,-1.601007262552469,-0.7498362838342726,-0.4469185176430769,14
76,0.05289678848487639,0.22619791599679737,0.4536886648811551,14
77,-0.17494077912236392,-1.549074549330579,-1.2343115024149787,14
78,0.4245265956687523,0.83036497671433,0.28028280603036465,14
79,-0.38904050042327615,2.255885583915747,-0.34963029101788135,4
80,-2.2536088535449945,-0.40255491213954375,0.06284458381193045,4
81,-1.548574389833448,-0.3215953166342841,-0.5881523608043706,17
82,-0.6787899450080211,-1.1294504054104102,0.5082931074506135,14
83,-1.838150721329998,0.8644301565339065,0.3530802821449976,14
84,-0.2995358270285516,0.1630367600554869,-0.5232428218999995,14
85,-2.0730542525949733,1.2896618686092463,2.6659914012324113,4
86,-1.4946330954337583,1.5775557854719515,2.1611997636527716,5
87,-2.124871769455353,0.3220646946616079,0.3745187835085153,14
88,-1.594837999621373,-0.8679438298756731,-0.9538389608711192,14
89,-0.6766277626862692,0.6887161601033823,-0.1324322561457294,14
90,-0.776607802109245,-0.7685734762936685,-0.08903431730917737,5
91,-2.0927187181297495,0.17331812439406982,-0.13739031819653583,14
92,-1.0263844606902799,0.7555540895190651,0.23370664106358824,14
93,0.09544875386899473,1.371847535658841,-0.264541368396444,14
94,-2.186477550060975,0.5106203783761935,-1.1990388054530512,2
95,-2.613147659154937,0.3187714934311677,-1.0644586719961082,14
96,-2.5294787315789424,-0.8566124426286618,-0.756540352241294,14
97,-2.605953624112448,0.22238952076972482,-0.2940542489493141,14
98,-2.3448256212267604,-0.28870292625224764,-1.5019222281845146,14
99,-2.6417197925600915,0.08562926674162673,-1.8064652074282006,4
